				Alberta	Alberta	Atlantic Canada	Atlantic Canada	British Columbia	British Columbia	North	North	Ontario	Ontario	Prairies	Prairies	Quebec	Quebec
The source of the information doesn’t have a financial or political motivation	Sources of Trust	Modular/ Prefab	Low Willingness, Low Capability	140	29	45	31	160	23	5	2	416	77	68	19	260	1
The information is formatted and presented professionally	Sources of Trust	Modular/ Prefab	Low Willingness, Low Capability	63	16	22	12	76	13	0	1	244	30	38	11	201	1
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	Modular/ Prefab	Low Willingness, Low Capability	62	14	19	10	78	11	2	0	222	32	28	10	153	0
Information about risks	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	111	23	38	31	140	24	4	1	409	64	58	19	292	1
Information about the financial benefits associated with the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	120	28	44	33	150	23	2	0	370	70	58	21	306	0
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	49	5	23	8	58	4	0	0	188	27	23	5	173	0
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	65	17	40	14	74	9	3	1	249	48	35	16	194	1
Detailed information about the process and timelines	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	100	22	37	24	132	24	0	0	329	68	57	16	215	2
Information about the organisation providing the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	63	14	18	13	73	14	1	1	211	28	46	6	167	1
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	63	15	29	25	73	9	2	1	218	44	29	10	191	2
Information about how the innovation complies with rules in your area	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	7	0	4	0	12	0	0	0	4	0	3	0	6	0
Information about the environmental impact of the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, Low Capability	36	7	13	6	48	7	1	2	121	27	20	6	80	1
Man	Gender	Middle Housing Conversion	Adopted	2	1	0	0	6	1	1	0	6	2	1	2	20	0
Woman	Gender	Middle Housing Conversion	Adopted	5	0	3	0	7	0	1	2	16	3	0	0	36	0
Non-binary	Gender	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prefer not to answer	Gender	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	Middle Housing Conversion	Adopted	0	0	0	0	1	0	0	0	2	0	0	0	3	0
35 to 44 years	Age Group	Middle Housing Conversion	Adopted	1	0	1	0	0	0	1	0	4	0	0	0	11	0
45 to 54 years	Age Group	Middle Housing Conversion	Adopted	3	0	0	0	3	0	0	0	9	2	0	0	13	0
55 to 64 years	Age Group	Middle Housing Conversion	Adopted	2	0	1	0	4	0	0	1	4	1	1	1	16	0
65 to 74 years	Age Group	Middle Housing Conversion	Adopted	1	0	0	0	2	1	0	1	2	1	0	0	8	0
75 to 84 years	Age Group	Middle Housing Conversion	Adopted	0	1	1	0	2	0	1	0	1	1	0	1	5	0
85 years and over	Age Group	Middle Housing Conversion	Adopted	0	0	0	0	1	0	0	0	0	0	0	0	0	0
$100,001 - $130,000	Household Income	Middle Housing Conversion	Adopted	2	0	0	0	1	0	1	1	6	1	0	0	14	0
$40,000 - $70,000	Household Income	Middle Housing Conversion	Adopted	0	1	0	0	2	0	0	1	2	0	0	0	9	0
$70,001 - $100,000	Household Income	Middle Housing Conversion	Adopted	1	0	2	0	3	1	0	0	4	2	0	0	13	0
Less than $40,000	Household Income	Middle Housing Conversion	Adopted	1	0	1	0	3	0	0	0	4	0	0	1	2	0
More than $130,000	Household Income	Middle Housing Conversion	Adopted	2	0	0	0	3	0	1	0	6	2	1	0	16	0
Prefer not to answer	Household Income	Middle Housing Conversion	Adopted	1	0	0	0	1	0	0	0	0	0	0	1	2	0
Owners	Ownership Status	Middle Housing Conversion	Adopted	0	1	3	0	13	1	2	2	18	5	1	2	56	0
Non-Owners	Ownership Status	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Single-family home	Type of Housing	Middle Housing Conversion	Adopted	3	0	2	0	7	0	0	0	8	5	0	2	15	0
Accessory Dwelling Unit	Type of Housing	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Condominium	Type of Housing	Middle Housing Conversion	Adopted	0	0	0	0	2	0	0	0	0	0	0	0	9	0
Duplex, triplex or fourplex	Type of Housing	Middle Housing Conversion	Adopted	4	1	1	0	1	1	2	2	3	0	0	0	14	0
Larger multiplex (5 - 12 units)	Type of Housing	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Mobile home	Type of Housing	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Townhouse, row house or semi-detached house	Type of Housing	Middle Housing Conversion	Adopted	0	0	0	0	3	0	0	0	9	0	1	0	14	0
Other	Type of Housing	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	1	0
I live alone	Household Composition	Middle Housing Conversion	Adopted	1	0	1	0	3	0	0	0	4	0	0	1	10	0
Your spouse or common-law partner	Household Composition	Middle Housing Conversion	Adopted	6	1	2	0	8	1	2	2	14	5	1	1	40	0
Your parent(s) (including in-laws)	Household Composition	Middle Housing Conversion	Adopted	0	0	0	0	2	0	0	0	2	0	1	0	1	0
Your grandparent(s) (including in-laws)	Household Composition	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Your child (birth, adopted, step or foster)	Household Composition	Middle Housing Conversion	Adopted	3	0	0	0	3	0	1	1	6	1	0	0	7	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	Middle Housing Conversion	Adopted	0	0	1	0	0	0	0	0	5	1	0	0	9	0
Your grandchild(ren)	Household Composition	Middle Housing Conversion	Adopted	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Your sibling(s)	Household Composition	Middle Housing Conversion	Adopted	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Other relative(s)	Household Composition	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Other non-relative(s)	Household Composition	Middle Housing Conversion	Adopted	0	0	0	0	0	0	1	1	2	1	0	0	2	0
Getting a permit would be complicated	Barriers	Middle Housing Conversion	Adopted	2	0	1	0	3	0	1	1	2	1	0	0	9	0
The process of converting would be stressful or disruptive	Barriers	Middle Housing Conversion	Adopted	2	0	0	0	4	0	1	0	4	3	0	0	16	0
The potential returns are not worth the investment	Barriers	Middle Housing Conversion	Adopted	3	0	0	0	3	0	1	0	2	0	0	1	4	0
It does not align with my goals and objectives	Barriers	Middle Housing Conversion	Adopted	1	0	0	0	1	1	1	0	4	1	0	1	21	0
People in my neighbourhood would object	Barriers	Middle Housing Conversion	Adopted	0	0	0	0	1	0	0	0	0	0	0	0	5	0
Finding and managing tenants puts me off converting a home into middle housing	Barriers	Middle Housing Conversion	Adopted	2	1	1	0	6	1	0	1	1	2	0	0	16	0
It would not give me enough privacy	Barriers	Middle Housing Conversion	Adopted	2	1	1	0	4	1	0	0	2	2	1	0	15	0
It would leave me with too little outdoor space	Barriers	Middle Housing Conversion	Adopted	2	1	1	0	3	0	0	0	7	0	0	1	12	0
It would negatively impact the value of the property	Barriers	Middle Housing Conversion	Adopted	0	0	0	0	3	0	0	0	1	0	1	0	2	0
I would feel a sense of shame or disappointment in myself	Barriers	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	1	0	0	0	0	0
People I care about would think less of me	Barriers	Middle Housing Conversion	Adopted	0	0	1	0	0	0	0	0	2	0	0	0	0	0
It would increase the value of the property	Drivers	Middle Housing Conversion	Adopted	1	0	1	0	5	0	1	0	0	0	0	1	9	0
It would create a new source of income	Drivers	Middle Housing Conversion	Adopted	5	1	0	0	7	0	1	2	9	2	1	0	16	0
It would allow me to continue living here as I grow older	Drivers	Middle Housing Conversion	Adopted	0	1	0	0	4	0	0	0	3	1	0	0	10	0
It would allow me to house and/or support family members while maintaining our privacy	Drivers	Middle Housing Conversion	Adopted	1	0	1	0	2	0	0	0	7	1	0	0	18	0
It would contribute to improving housing availability	Drivers	Middle Housing Conversion	Adopted	0	0	1	0	1	0	0	1	4	0	1	1	5	0
It would increase my sense of community	Drivers	Middle Housing Conversion	Adopted	0	0	0	0	1	0	0	0	2	0	0	0	0	0
It would increase the appeal of my property if I sell it in the future	Drivers	Middle Housing Conversion	Adopted	0	0	1	0	2	0	0	0	2	0	0	1	2	0
I have access to reliable builders or contractors who would simplify the conversion process	Drivers	Middle Housing Conversion	Adopted	0	1	1	0	2	0	0	0	1	2	0	0	5	0
I have access to incentive programs (e.g. federal, provincial or municipal) to do it	Drivers	Middle Housing Conversion	Adopted	4	0	0	0	2	0	0	0	4	1	0	0	8	0
I have access to or other financing opportunities (e.g. contributions from family) to do it	Drivers	Middle Housing Conversion	Adopted	1	0	0	0	0	0	0	0	1	0	0	0	7	0
Many other homes in my community are being converted into middle housing	Drivers	Middle Housing Conversion	Adopted	0	0	0	0	0	0	0	0	1	0	0	0	1	0
There is high short-term rental demand in my area	Drivers	Middle Housing Conversion	Adopted	0	0	0	0	2	0	1	0	2	0	0	0	1	0
There is high long-term rental demand in my area	Drivers	Middle Housing Conversion	Adopted	1	0	2	0	3	0	0	2	4	1	0	0	2	0
There are no financing options that allow me to borrow money to do it	Barriers	Middle Housing Conversion	Adopted	3	0	0	0	1	0	1	0	4	0	0	0	5	0
I cannot afford to do it within the next 5 years	Barriers	Middle Housing Conversion	Adopted	2	1	2	0	1	0	0	0	5	0	1	1	22	0
My property is not suitable to do it	Barriers	Middle Housing Conversion	Adopted	7	1	1	0	6	0	1	1	3	1	1	1	35	0
I don't know what the local regulations are in my area around it	Barriers	Middle Housing Conversion	Adopted	1	1	1	0	3	0	0	0	6	3	1	1	26	0
Local regulations do not allow me to do it	Barriers	Middle Housing Conversion	Adopted	1	0	0	0	4	0	0	1	4	0	0	0	8	0
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Middle Housing Conversion	Adopted	0	1	0	0	1	0	1	0	7	0	0	0	7	0
I can verify the information myself through other sources	Sources of Trust	Middle Housing Conversion	Adopted	5	1	1	0	8	1	1	2	14	4	0	2	38	0
The information comes from a governmental organisation	Sources of Trust	Middle Housing Conversion	Adopted	3	0	1	0	7	0	1	0	10	2	1	1	39	0
The information comes from a non-profit organisation	Sources of Trust	Middle Housing Conversion	Adopted	1	1	1	0	2	0	0	0	7	1	0	0	13	0
The information comes from an expert or professional	Sources of Trust	Middle Housing Conversion	Adopted	6	0	1	0	7	1	1	2	8	4	0	2	30	0
The source of the information doesn’t have a financial or political motivation	Sources of Trust	Middle Housing Conversion	Adopted	4	0	3	0	7	1	1	2	11	2	1	1	19	0
The information is formatted and presented professionally	Sources of Trust	Middle Housing Conversion	Adopted	1	0	1	0	2	0	0	0	6	1	1	0	17	0
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	Middle Housing Conversion	Adopted	1	0	1	0	5	0	1	0	3	1	0	0	5	0
Information about risks	Key Pieces of Information	Middle Housing Conversion	Adopted	3	0	0	0	5	1	1	0	7	2	0	1	22	0
Information about the financial benefits associated with the innovation	Key Pieces of Information	Middle Housing Conversion	Adopted	4	0	0	0	7	1	2	0	13	1	0	2	39	0
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Middle Housing Conversion	Adopted	1	0	2	0	5	1	0	1	10	2	0	0	8	0
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Middle Housing Conversion	Adopted	1	0	1	0	1	0	1	0	7	1	1	0	7	0
Detailed information about the process and timelines	Key Pieces of Information	Middle Housing Conversion	Adopted	2	1	2	0	9	0	0	0	8	1	0	1	26	0
Information about the organisation providing the innovation	Key Pieces of Information	Middle Housing Conversion	Adopted	3	1	1	0	0	0	2	2	7	3	1	0	14	0
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Middle Housing Conversion	Adopted	3	0	1	0	4	0	0	1	6	3	1	1	17	0
Information about how the innovation complies with rules in your area	Key Pieces of Information	Middle Housing Conversion	Adopted	1	1	2	0	4	0	0	0	0	1	0	1	12	0
Information about the environmental impact of the innovation	Key Pieces of Information	Middle Housing Conversion	Adopted	1	0	1	0	0	0	0	2	1	1	0	0	7	0
Man	Gender	Middle Housing Conversion	High Willingness, High Capability	20	5	5	3	19	0	0	0	58	5	8	0	28	1
Woman	Gender	Middle Housing Conversion	High Willingness, High Capability	8	3	3	1	15	1	0	0	43	3	7	0	17	1
Non-binary	Gender	Middle Housing Conversion	High Willingness, High Capability	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Prefer not to answer	Gender	Middle Housing Conversion	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	Middle Housing Conversion	High Willingness, High Capability	11	1	1	0	8	0	0	0	33	1	4	0	6	1
35 to 44 years	Age Group	Middle Housing Conversion	High Willingness, High Capability	6	3	3	3	7	0	0	0	24	2	6	0	10	1
45 to 54 years	Age Group	Middle Housing Conversion	High Willingness, High Capability	5	1	1	0	4	1	0	0	25	3	3	0	15	0
55 to 64 years	Age Group	Middle Housing Conversion	High Willingness, High Capability	6	3	1	1	7	0	0	0	9	2	3	0	10	0
65 to 74 years	Age Group	Middle Housing Conversion	High Willingness, High Capability	1	0	0	0	6	0	0	0	9	0	0	0	2	0
75 to 84 years	Age Group	Middle Housing Conversion	High Willingness, High Capability	0	0	1	0	1	0	0	0	1	0	0	0	1	0
85 years and over	Age Group	Middle Housing Conversion	High Willingness, High Capability	0	0	1	0	1	0	0	0	0	0	0	0	1	0
$100,001 - $130,000	Household Income	Middle Housing Conversion	High Willingness, High Capability	3	1	1	0	4	0	0	0	18	1	2	0	12	0
$40,000 - $70,000	Household Income	Middle Housing Conversion	High Willingness, High Capability	7	2	2	3	9	1	0	0	23	1	2	0	10	1
$70,001 - $100,000	Household Income	Middle Housing Conversion	High Willingness, High Capability	8	3	3	1	6	0	0	0	25	1	6	0	8	0
Less than $40,000	Household Income	Middle Housing Conversion	High Willingness, High Capability	0	2	2	0	2	0	0	0	11	0	4	0	2	1
More than $130,000	Household Income	Middle Housing Conversion	High Willingness, High Capability	6	0	0	0	9	0	0	0	22	5	0	0	12	0
Prefer not to answer	Household Income	Middle Housing Conversion	High Willingness, High Capability	5	0	0	0	4	0	0	0	2	0	2	0	1	0
Owners	Ownership Status	Middle Housing Conversion	High Willingness, High Capability	22	4	5	2	31	1	0	0	76	7	11	0	35	1
Non-Owners	Ownership Status	Middle Housing Conversion	High Willingness, High Capability	7	4	3	2	3	0	0	0	25	1	5	0	10	1
Single-family home	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	18	5	5	3	20	1	0	0	51	5	9	0	23	2
Accessory Dwelling Unit	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	2	0	0	0	5	0	0	0	16	0	4	0	2	0
Condominium	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	3	1	1	0	3	0	0	0	7	1	1	0	5	0
Duplex, triplex or fourplex	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	4	1	0	1	0	0	0	0	8	1	2	0	6	0
Larger multiplex (5 - 12 units)	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	0	1	1	0	0	0	0	0	1	0	0	0	2	0
Mobile home	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Townhouse, row house or semi-detached house	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	2	0	0	0	6	0	0	0	16	0	0	0	6	0
Other	Type of Housing	Middle Housing Conversion	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I live alone	Household Composition	Middle Housing Conversion	High Willingness, High Capability	2	2	1	0	7	0	0	0	9	2	0	0	6	0
Your spouse or common-law partner	Household Composition	Middle Housing Conversion	High Willingness, High Capability	24	5	5	2	21	1	0	0	70	5	14	0	35	2
Your parent(s) (including in-laws)	Household Composition	Middle Housing Conversion	High Willingness, High Capability	5	0	0	1	3	0	0	0	14	1	3	0	1	0
Your grandparent(s) (including in-laws)	Household Composition	Middle Housing Conversion	High Willingness, High Capability	0	0	0	0	0	0	0	0	1	0	0	0	0	0
